month,pct,bnf_name,bnf_code,total_items,total_cost
2010-08-01,08X,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,7,336.62
2010-08-01,08X,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,1,22.12
2010-08-01,08X,Marcain_Plain Inj 0.5% 10ml Polyamp,1502010C0BBAJAD,1,11.18
2010-08-01,08X,Metoprolol Tart_Inj 1mg/ml 5ml Amp,0204000K0AAAAAA,2,230.84
2010-08-01,08X,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,2,1.82
2010-09-01,08X,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,6,272.12
2010-09-01,08X,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,2,1.82
2010-09-01,08X,Metoprolol Tart_Inj 1mg/ml 5ml Amp,0204000K0AAAAAA,1,115.42
2010-09-01,08X,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,1,7.81
2010-09-01,08X,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,1,11.81
2010-09-01,08X,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,1,1.85
2010-10-01,08X,Ceftriaxone Sod_Inj 1g Vl,0501021G0AAACAC,1,493.6
2010-10-01,08X,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,7,324.63
2010-10-01,08X,Metoprolol Tart_Inj 1mg/ml 5ml Amp,0204000K0AAAAAA,2,307.7100000000001
2010-10-01,08X,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,1,9.05
2010-10-01,08X,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,6,5.66
2010-11-01,08X,Alfentanil HCl_Inj 5mg/ml 1ml Amp,1501043A0AAADAD,2,128.14
2010-11-01,08X,Alprostadil_S/Pack Inj 40mcg Cart,0704050B0AABNBN,1,54.98
2010-11-01,08X,Ceftazidime Pentahyd_Inj 1g Vl,0501021H0AAABAB,1,609.31
2010-11-01,08X,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,7,336.80000000000007
2010-11-01,08X,Metoprolol Tart_Inj 1mg/ml 5ml Amp,0204000K0AAAAAA,3,307.9
2010-11-01,08X,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,2,15.62
2010-11-01,08X,Nutricia_preOp Liq,090402000BBQFA0,2,192.84
2010-11-01,08X,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,2,44.25
2010-11-01,08X,Tranexamic Acid_Inj 100mg/ml 5ml Amp,0211000P0AAAAAA,1,42.75
2010-11-01,08X,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,1,0.91
2010-12-01,08X,Alfentanil HCl_Inj 5mg/ml 1ml Amp,1501043A0AAADAD,3,192.3
2010-12-01,08X,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,2,19.75
2010-12-01,08X,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,8,386.81
2010-12-01,08X,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,2,1.82
2010-12-01,08X,Metoprolol Tart_Inj 1mg/ml 5ml Amp,0204000K0AAAAAA,2,231.02
2010-12-01,08X,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,2,36.9
2010-12-01,08X,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,2,322.83
2010-12-01,08X,Tranexamic Acid_Inj 100mg/ml 5ml Amp,0211000P0AAAAAA,1,42.77
2010-12-01,08X,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,1,0.91
2011-01-01,08X,Alfentanil HCl_Inj 5mg/ml 1ml Amp,1501043A0AAADAD,3,234.9
2011-01-01,08X,Atazanavir_Cap 300mg,0503010L0AAADAD,1,18.65
2011-01-01,08X,Ceftazidime Pentahyd_Inj 1g Vl,0501021H0AAABAB,1,609.33
2011-01-01,08X,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,5,250.54
2011-01-01,08X,Metoprolol Tart_Inj 1mg/ml 5ml Amp,0204000K0AAAAAA,3,423.35
2011-01-01,08X,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,12,272.87
2011-01-01,08X,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,3,147.37
2011-01-01,08X,Tranexamic Acid_Inj 100mg/ml 5ml Amp,0211000P0AAAAAA,1,42.75
2011-01-01,08X,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,5,4.71
2011-02-01,08X,Ceftazidime Pentahyd_Inj 1g Vl,0501021H0AAABAB,2,642.75
2011-02-01,08X,Ceftazidime Pentahyd_Inj 2g Vl,0501021H0AAACAC,1,65.39
2011-02-01,08X,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,2,17.98
2011-02-01,08X,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,3,278.61
2011-02-01,08X,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,3,2.74
2011-02-01,08X,Metoprolol Tart_Inj 1mg/ml 5ml Amp,0204000K0AAAAAA,1,192.64
2011-02-01,08X,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,2,7.86
2011-02-01,08X,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,3,51.71
