month,pct,bnf_name,bnf_code,total_items,total_cost
2010-08-01,02F,Cefotaxime Sod_Inj 1g Vl,0501021D0AAABAB,1,27.91
2010-08-01,02F,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,2,3.12
2010-08-01,02F,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,2,15.62
2010-08-01,02F,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,1,61.87
2010-09-01,02F,Amoxicillin Sod_Inj 500mg Vl,0501013C0AAADAD,1,5.08
2010-09-01,02F,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,1,1.64
2010-09-01,02F,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,1,185.43
2010-09-01,02F,Daptomycin_I/V Inf 350mg Vl (Dry),0501070Y0AAAAAA,1,114.14
2010-09-01,02F,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,4,31.24
2010-09-01,02F,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,3,44.21
2010-09-01,02F,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,3,322.6
2010-10-01,02F,Cefotaxime Sod_Inj 1g Vl,0501021D0AAABAB,1,44.63
2010-10-01,02F,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,1,46.37
2010-10-01,02F,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,4,39.0
2010-10-01,02F,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,2,51.58
2010-10-01,02F,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,4,516.07
2010-10-01,02F,Tranexamic Acid_Inj 100mg/ml 5ml Amp,0211000P0AAAAAA,1,14.26
2010-11-01,02F,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,1,18.58
2010-11-01,02F,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,3,27.58
2010-11-01,02F,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,2,22.16
2010-11-01,02F,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,4,516.33
2010-12-01,02F,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,1,185.57
2010-12-01,02F,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,3,23.43
2010-12-01,02F,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,2,44.27
2010-12-01,02F,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,2,235.81
2010-12-01,02F,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,1,25.85
