month,pct,bnf_name,bnf_code,total_items,total_cost
2010-08-01,05T,Amoxicillin Sod_Inj 500mg Vl,0501013C0AAADAD,1,5.08
2010-08-01,05T,Cefotaxime Sod_Inj 1g Vl,0501021D0AAABAB,1,5.58
2010-08-01,05T,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,4,247.32
2010-08-01,05T,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,14,81.97999999999998
2010-08-01,05T,Marcain_Plain Inj 0.5% 10ml Polyamp,1502010C0BBAJAD,4,34.53
2010-08-01,05T,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,1,3.98
2010-08-01,05T,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,2,22.11
2010-08-01,05T,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,27,38.25
2010-09-01,05T,Amoxicillin Sod_Inj 500mg Vl,0501013C0AAADAD,1,10.62
2010-09-01,05T,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,1,1.64
2010-09-01,05T,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,7,1143.53
2010-09-01,05T,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,6,40.08
2010-09-01,05T,Marcain_Plain Inj 0.5% 10ml Polyamp,1502010C0BBAJAD,10,41.21
2010-09-01,05T,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,1,3.98
2010-09-01,05T,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,1,22.12
2010-09-01,05T,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,22,20.03
2010-10-01,05T,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,1,4.92
2010-10-01,05T,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,5,772.5
2010-10-01,05T,Ketamine_Inj 50mg/ml 10ml Vl,1501010F0AAABAB,1,40.37
2010-10-01,05T,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,7,40.99
2010-10-01,05T,Marcain_Plain Inj 0.5% 10ml Polyamp,1502010C0BBAJAD,3,23.39
2010-10-01,05T,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,4,27.3
2010-10-01,05T,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,3,29.5
2010-10-01,05T,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,1,64.49
2010-10-01,05T,Posaconazole_Oral Susp 200mg/5ml,0502010A0AAAAAA,1,903.84
2010-10-01,05T,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,21,19.12
2010-11-01,05T,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,3,278.28000000000003
2010-11-01,05T,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,1,6.33
2010-11-01,05T,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,5,21.87
2010-11-01,05T,Marcain_Plain Inj 0.5% 10ml Polyamp,1502010C0BBAJAD,11,63.53
2010-11-01,05T,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,2,7.27
2010-11-01,05T,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,3,51.62000000000001
2010-11-01,05T,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,12,10.92
2010-12-01,05T,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,1,1.79
2010-12-01,05T,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,4,742.28
2010-12-01,05T,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,4,55.61
2010-12-01,05T,Marcain_Plain Inj 0.5% 10ml Polyamp,1502010C0BBAJAD,6,26.75
2010-12-01,05T,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,3,17.37
2010-12-01,05T,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,5,73.77
2010-12-01,05T,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,2,58.94
2010-12-01,05T,Posaconazole_Oral Susp 200mg/5ml,0502010A0AAAAAA,1,904.71
2010-12-01,05T,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,18,35.55
2011-01-01,05T,Amoxicillin Sod_Inj 500mg Vl,0501013C0AAADAD,1,10.63
2011-01-01,05T,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,1,8.98
2011-01-01,05T,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,5,1020.21
2011-01-01,05T,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,5,39.18
2011-01-01,05T,Marcain_Plain Inj 0.5% 10ml Polyamp,1502010C0BBAJAD,5,5.5600000000000005
2011-01-01,05T,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,7,132.79
2011-01-01,05T,Rapifen Intensive Care_Inj 5mg/1ml Amp,1501043A0BBADAD,2,64.04
2011-01-01,05T,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,24,50.12000000000001
2011-02-01,05T,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,4,309.5900000000001
2011-02-01,05T,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,5,39.21999999999999
2011-02-01,05T,Marcain_Plain Inj 0.5% 10ml Polyamp,1502010C0BBAJAD,9,10.04
2011-02-01,05T,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,3,13.31
2011-02-01,05T,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,3,29.6
2011-02-01,05T,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,1,129.24
2011-02-01,05T,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,32,57.46
2011-03-01,05T,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,1,371.39
2011-03-01,05T,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,8,111.3
2011-03-01,05T,Marcain_Plain Inj 0.5% 10ml Polyamp,1502010C0BBAJAD,8,8.93
2011-03-01,05T,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,4,24.61
2011-03-01,05T,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,1,14.78
2011-03-01,05T,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,18,16.41
2011-04-01,05T,Amoxicillin Sod_Inj 500mg Vl,0501013C0AAADAD,1,1.54
2011-04-01,05T,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,2,185.54
2011-04-01,05T,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,11,113.90999999999998
2011-04-01,05T,Marcain_Plain Inj 0.5% 10ml Polyamp,1502010C0BBAJAD,14,15.580000000000002
2011-04-01,05T,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,5,31.48
2011-04-01,05T,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,7,41.01000000000001
2011-05-01,05T,Abacavir/Lamivudine_Tab 600mg/300mg,0503010Z0AAAAAA,1,324.77
2011-05-01,05T,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,1,8.99
2011-05-01,05T,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,4,650.23
2011-05-01,05T,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,17,123.2
2011-05-01,05T,Marcain_Plain Inj 0.5% 10ml Polyamp,1502010C0BBAJAD,7,7.82
2011-05-01,05T,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,2,11.89
2011-05-01,05T,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,2,14.79
2011-05-01,05T,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,3,59.03
2011-05-01,05T,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,20,46.53999999999999
2011-06-01,05T,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,3,557.0
2011-06-01,05T,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,23,145.93
2011-06-01,05T,Marcain_Plain Inj 0.5% 10ml Polyamp,1502010C0BBAJAD,12,13.35
2011-06-01,05T,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,3,13.05
2011-06-01,05T,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,2,14.8
2011-06-01,05T,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,2,58.96
2011-06-01,05T,Tranexamic Acid_Inj 100mg/ml 5ml Amp,0211000P0AAAAAA,1,14.29
2011-06-01,05T,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,17,50.17
2011-07-01,05T,Alfentanil HCl_Inj 5mg/ml 1ml Amp,1501043A0AAADAD,1,42.76
2011-07-01,05T,Amoxicillin Sod_Inj 500mg Vl,0501013C0AAADAD,1,10.64
2011-07-01,05T,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,2,464.07
2011-07-01,05T,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,19,166.12999999999997
2011-07-01,05T,Marcain_Plain Inj 0.5% 10ml Polyamp,1502010C0BBAJAD,10,11.14
2011-07-01,05T,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,1,7.82
2011-07-01,05T,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,6,59.02
2011-07-01,05T,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,2,73.73
2011-07-01,05T,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,2,258.3
2011-07-01,05T,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,9,10.7
2011-08-01,05T,Alfentanil HCl_Inj 5mg/ml 1ml Amp,1501043A0AAADAD,4,220.21
2011-08-01,05T,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,2,3.94
2011-08-01,05T,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,5,742.6999999999998
2011-08-01,05T,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,15,112.75
2011-08-01,05T,Marcain_Plain Inj 0.5% 10ml Polyamp,1502010C0BBAJAD,12,14.48
2011-08-01,05T,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,4,19.28
2011-08-01,05T,Nutricia_preOp Liq,090402000BBQFA0,1,8.55
2011-08-01,05T,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,2,14.77
2011-08-01,05T,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,1,129.18
2011-08-01,05T,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,14,16.65
2011-09-01,05T,Alfentanil HCl_Inj 5mg/ml 1ml Amp,1501043A0AAADAD,3,145.39
2011-09-01,05T,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,1,2.15
2011-09-01,05T,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,2,464.17
2011-09-01,05T,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,20,105.67
2011-09-01,05T,Marcain_Plain Inj 0.5% 10ml Polyamp,1502010C0BBAJAD,14,25.65
2011-09-01,05T,Meropenem_Inj 500mg Vl (Dry),0501022A0AAAAAA,1,237.61
2011-09-01,05T,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,4,17.21
2011-09-01,05T,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,4,110.69
2011-09-01,05T,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,15,61.74
2011-09-01,05T,Zuclopenth Acet_Inj 50mg/ml 1ml Amp,040201010AAAAAA,1,2.03
2011-10-01,05T,Ceftazidime Pentahyd_Inj 1g Vl,0501021H0AAABAB,1,217.79
2011-10-01,05T,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,4,649.6800000000002
2011-10-01,05T,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,15,109.19
2011-10-01,05T,Marcain_Plain Inj 0.5% 10ml Polyamp,1502010C0BBAJAD,13,14.47
2011-10-01,05T,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,3,20.07
2011-10-01,05T,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,5,47.32000000000001
2011-10-01,05T,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,14,16.64
2011-11-01,05T,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,1,2.15
2011-11-01,05T,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,3,597.25
2011-11-01,05T,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,11,148.41
2011-11-01,05T,Marcain_Plain Inj 0.5% 10ml Polyamp,1502010C0BBAJAD,9,10.05
2011-11-01,05T,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,1,9.03
2011-11-01,05T,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,7,122.54
2011-11-01,05T,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,4,162.32
2011-11-01,05T,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,9,10.71
2011-12-01,05T,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,1,2.15
2011-12-01,05T,Co-Amoxiclav_Inj 1g/200mg Vl,0501013K0AAAFAF,1,11.0
2011-12-01,05T,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,1,99.71
2011-12-01,05T,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,11,130.79
2011-12-01,05T,Marcain_Plain Inj 0.5% 10ml Polyamp,1502010C0BBAJAD,12,24.61
2011-12-01,05T,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,3,11.78
2011-12-01,05T,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,7,81.25
2011-12-01,05T,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,4,452.89
2011-12-01,05T,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,24,28.57
2012-01-01,05T,Ceftriaxone Sod_Inj 1g Vl,0501021G0AAACAC,1,8.84
2012-01-01,05T,Co-Amoxiclav_Inj 1g/200mg Vl,0501013K0AAAFAF,1,24.22
2012-01-01,05T,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,1,99.66
2012-01-01,05T,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,7,143.77
2012-01-01,05T,Marcain_Plain Inj 0.5% 10ml Polyamp,1502010C0BBAJAD,8,8.93
2012-01-01,05T,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,5,59.16
2012-01-01,05T,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,8,9.52
2012-02-01,05T,Amoxicillin Sod_Inj 500mg Vl,0501013C0AAADAD,1,10.66
