month,pct,bnf_name,bnf_code,total_items,total_cost
2010-08-01,08C,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,2,185.46
2010-08-01,08C,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,2,7.84
2010-08-01,08C,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,2,29.51
2010-08-01,08C,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,3,2.73
2010-09-01,08C,Co-Amoxiclav_Inj 1g/200mg Vl,0501013K0AAAFAF,1,23.98
2010-09-01,08C,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,1,92.73
2010-09-01,08C,Marcain_Plain Inj 0.5% 10ml Polyamp,1502010C0BBAJAD,2,2.23
2010-09-01,08C,Metoprolol Tart_Inj 1mg/ml 5ml Amp,0204000K0AAAAAA,2,230.84
2010-09-01,08C,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,8,162.20999999999998
2010-09-01,08C,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,1,14.76
2010-09-01,08C,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,3,167.82
2010-09-01,08C,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,8,7.29
2010-10-01,08C,Marcain_Plain Inj 0.5% 10ml Polyamp,1502010C0BBAJAD,2,2.23
2010-10-01,08C,Meropenem_Inj 1g Vl (Dry),0501022A0AAABAB,2,474.51
2010-10-01,08C,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,4,44.28
2010-10-01,08C,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,1,14.75
2010-10-01,08C,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,1,270.9
2010-10-01,08C,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,4,3.64
2010-11-01,08C,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,1,7.81
2010-11-01,08C,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,1,129.08
2010-11-01,08C,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,3,2.73
2010-12-01,08C,Alfentanil HCl_Inj 5mg/ml 1ml Amp,1501043A0AAADAD,1,64.1
2010-12-01,08C,Amoxicillin Sod_Inj 500mg Vl,0501013C0AAADAD,1,10.63
2010-12-01,08C,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,4,125.37
2010-12-01,08C,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,2,258.28
2011-01-01,08C,Marcain_Plain Inj 0.5% 10ml Polyamp,1502010C0BBAJAD,1,1.11
2011-01-01,08C,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,6,51.74
2011-01-01,08C,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,1,0.91
2011-02-01,08C,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,1,7.82
2011-02-01,08C,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,1,29.52
2011-02-01,08C,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,1,0.91
2011-03-01,08C,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,5,4.56
2011-03-01,08C,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,1,7.4
2011-03-01,08C,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,4,3.6500000000000004
2011-04-01,08C,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,2,17.96
2011-04-01,08C,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,1,0.91
2011-04-01,08C,Marcain_Plain Inj 0.5% 10ml Polyamp,1502010C0BBAJAD,1,1.11
2011-04-01,08C,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,8,309.57000000000005
2011-04-01,08C,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,7,23.7
2011-05-01,08C,Alfentanil HCl_Inj 5mg/ml 1ml Amp,1501043A0AAADAD,1,21.41
2011-05-01,08C,Marcain_Plain Inj 0.5% 10ml Polyamp,1502010C0BBAJAD,1,1.12
2011-05-01,08C,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,1,7.82
2011-05-01,08C,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,2,59.06
2011-05-01,08C,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,1,59.03
2011-05-01,08C,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,3,2.74
2011-06-01,08C,Alfentanil HCl_Inj 5mg/ml 1ml Amp,1501043A0AAADAD,2,45.82
2011-06-01,08C,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,14,12.77
2011-06-01,08C,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,1,14.77
2011-06-01,08C,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,2,90.49
2011-06-01,08C,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,4,4.55
2011-07-01,08C,Alfentanil HCl_Inj 5mg/ml 1ml Amp,1501043A0AAADAD,1,21.39
2011-07-01,08C,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,1,8.99
2011-07-01,08C,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,6,7.140000000000001
2011-07-01,08C,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,1,7.82
2011-07-01,08C,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,3,29.57
2011-07-01,08C,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,3,59.05
2011-07-01,08C,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,16,42.75
2011-08-01,08C,Alprostadil_S/Pack Inj 20mcg Cart,0704050B0AABLBL,1,22.68
2011-08-01,08C,Emtricitabine/Tenofovir_Tab 200mg/245mg,0503010AAAAAAAA,1,385.62
2011-08-01,08C,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,5,5.94
2011-08-01,08C,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,1,7.82
2011-08-01,08C,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,2,29.55
2011-08-01,08C,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,1,14.77
2011-08-01,08C,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,17,26.14
