month,pct,bnf_name,bnf_code,total_items,total_cost
2010-08-01,08R,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,1,15.48
2010-08-01,08R,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,6,1612.8200000000002
2010-09-01,08R,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,1,15.48
2010-09-01,08R,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,3,430.75
2010-09-01,08R,Nutricia_preOp Liq,090402000BBQFA0,1,42.55
2010-09-01,08R,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,1,516.08
2010-09-01,08R,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,1,0.91
2010-10-01,08R,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,4,8.19
2010-11-01,08R,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,4,3.64
2010-11-01,08R,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,2,16.86
2010-11-01,08R,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,1,29.49
2010-12-01,08R,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,2,13.600000000000001
2010-12-01,08R,Nutricia_preOp Liq,090402000BBQFA0,1,42.58
2010-12-01,08R,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,1,0.91
2011-01-01,08R,Cefuroxime Sod_Inj 750mg Vl,0501021J0AAABAB,1,87.59
2011-01-01,08R,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,3,2.73
2011-01-01,08R,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,3,14.73
2011-01-01,08R,Nutricia_preOp Liq,090402000BBQFA0,1,42.56
2011-01-01,08R,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,2,14.8
2011-01-01,08R,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,1,0.91
2011-02-01,08R,Cefuroxime Sod_Inj 750mg Vl,0501021J0AAABAB,1,87.69
2011-02-01,08R,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,1,221.21
2011-02-01,08R,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,3,2.73
2011-03-01,08R,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,1,46.45
2011-03-01,08R,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,4,3.65
2011-03-01,08R,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,1,7.4
2011-04-01,08R,Ceftriaxone Sod_Inj 2g Vl,0501021G0AAADAD,1,247.22
2011-04-01,08R,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,1,46.4
2011-04-01,08R,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,4,3.64
2011-04-01,08R,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,2,22.16
2011-04-01,08R,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,1,0.91
2011-05-01,08R,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,3,2.73
2011-05-01,08R,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,1,3.02
2011-05-01,08R,Nutricia_preOp Liq,090402000BBQFA0,1,42.62
2011-05-01,08R,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,5,88.67
2011-06-01,08R,Cefuroxime Sod_Inj 750mg Vl,0501021J0AAABAB,1,87.67
2011-06-01,08R,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,2,61.94
2011-06-01,08R,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,1,221.16
2011-06-01,08R,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,1,2.74
2011-06-01,08R,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,5,59.18
2011-06-01,08R,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,6,162.36
2011-06-01,08R,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,5,412.94
2011-07-01,08R,Ceftriaxone Sod_Inj 1g Vl,0501021G0AAACAC,2,167.74
2011-07-01,08R,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,3,157.97
2011-07-01,08R,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,4,28.630000000000003
2011-07-01,08R,Nutricia_preOp Liq,090402000BBQFA0,1,85.15
2011-07-01,08R,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,3,36.94
2011-08-01,08R,Ceftriaxone Sod_Inj 1g Vl,0501021G0AAACAC,1,123.61
2011-08-01,08R,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,4,195.04
2011-08-01,08R,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,1,221.16
2011-08-01,08R,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,5,5.94
2011-08-01,08R,Nutricia_preOp Liq,090402000BBQFA0,1,42.6
2011-08-01,08R,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,3,95.92
2011-08-01,08R,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,1,29.52
2011-09-01,08R,Cefuroxime Sod_Inj 750mg Vl,0501021J0AAABAB,1,90.74
2011-09-01,08R,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,6,498.33000000000004
2011-09-01,08R,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,1,2.38
2011-09-01,08R,Nutricia_preOp Liq,090402000BBQFA0,1,42.6
2011-09-01,08R,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,5,169.70000000000002
2011-10-01,08R,Capecitabine_Tab 500mg,0801030V0AAAAAA,1,342.49
2011-10-01,08R,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,5,5.94
2011-10-01,08R,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,1,3.93
2011-10-01,08R,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,4,73.82
2011-11-01,08R,Amikacin_Inj 250mg/ml 2ml Vl,0501040C0AAAAAA,1,497.51
2011-11-01,08R,Capecitabine_Tab 500mg,0801030V0AAAAAA,2,456.86
2011-11-01,08R,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,1,185.81
2011-11-01,08R,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,1,1.19
2011-12-01,08R,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,1,66.48
2011-12-01,08R,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,2,31.26
2011-12-01,08R,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,3,81.32
2011-12-01,08R,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,1,129.43
2012-01-01,08R,Cefuroxime Sod_Inj 750mg Vl,0501021J0AAABAB,1,90.85
2012-01-01,08R,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,1,2.15
2012-01-01,08R,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,2,252.45
2012-01-01,08R,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,3,7.13
2012-01-01,08R,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,1,7.83
2012-01-01,08R,Nutricia_preOp Liq,090402000BBQFA0,2,62.57
2012-01-01,08R,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,2,36.96
2012-01-01,08R,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,2,258.72
2012-02-01,08R,Alfentanil HCl_Inj 5mg/ml 1ml Amp,1501043A0AAADAD,1,24.47
2012-02-01,08R,Capecitabine_Tab 500mg,0801030V0AAAAAA,2,457.65
2012-02-01,08R,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,1,2.15
2012-02-01,08R,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,2,285.86
2012-02-01,08R,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,4,4.76
2012-02-01,08R,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,3,27.400000000000002
