month,pct,bnf_name,bnf_code,total_items,total_cost
2010-08-01,01W,Alprostadil_S/Pack Inj 40mcg Cart,0704050B0AABNBN,1,54.96
2010-08-01,01W,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,4,494.52
2010-08-01,01W,Ketamine_Inj 50mg/ml 10ml Vl,1501010F0AAABAB,2,104.97
2010-08-01,01W,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,15,23.71
2010-08-01,01W,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,2,15.62
2010-08-01,01W,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,41,72.84999999999998
2010-09-01,01W,Alprostadil_S/Pack Inj 40mcg Cart,0704050B0AABNBN,3,219.79
2010-09-01,01W,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,5,571.8000000000002
2010-09-01,01W,Etanercept_Inj 25mg Vl + Dil,1001030D0AAAAAA,1,658.0
2010-09-01,01W,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,2,152.01
2010-09-01,01W,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,12,12.78
2010-09-01,01W,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,3,23.43
2010-09-01,01W,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,1,14.76
2010-09-01,01W,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,2,176.74
2010-09-01,01W,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,36,85.60999999999999
2010-10-01,01W,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,6,926.99
2010-10-01,01W,Etanercept_Inj 25mg Vl + Dil,1001030D0AAAAAA,2,1315.74
2010-10-01,01W,Ketamine_Inj 50mg/ml 10ml Vl,1501010F0AAABAB,1,56.51
2010-10-01,01W,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,16,17.32
2010-10-01,01W,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,3,23.43
2010-10-01,01W,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,37,52.81
2010-11-01,01W,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,1,8.98
2010-11-01,01W,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,3,309.19
2010-11-01,01W,Etanercept_Inj 25mg Vl + Dil,1001030D0AAAAAA,1,658.2
2010-11-01,01W,Ketamine_Inj 50mg/ml 10ml Vl,1501010F0AAABAB,2,113.08
2010-11-01,01W,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,16,31.89
2010-11-01,01W,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,1,7.81
2010-11-01,01W,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,37,82.02
2010-12-01,01W,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,1,8.98
2010-12-01,01W,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,4,742.28
2010-12-01,01W,Etanercept_Inj 25mg Vl + Dil,1001030D0AAAAAA,1,658.5
2010-12-01,01W,Ketamine_Inj 50mg/ml 10ml Vl,1501010F0AAABAB,1,64.64
2010-12-01,01W,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,12,10.93
2010-12-01,01W,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,3,23.43
2010-12-01,01W,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,2,19.22
2010-12-01,01W,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,19,34.64
2011-01-01,01W,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,1,185.5
2011-01-01,01W,Etanercept_Inj 25mg Vl + Dil,1001030D0AAAAAA,1,658.22
2011-01-01,01W,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,1,76.03
2011-01-01,01W,Ketamine_Inj 50mg/ml 10ml Vl,1501010F0AAABAB,1,64.61
2011-01-01,01W,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,16,31.89
2011-01-01,01W,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,2,29.52
2011-01-01,01W,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,56,84.75
2011-02-01,01W,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,1,1.79
2011-02-01,01W,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,1,76.12
2011-02-01,01W,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,22,20.06
2011-02-01,01W,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,1,14.78
2011-02-01,01W,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,42,93.05
2011-03-01,01W,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,1,185.71
2011-03-01,01W,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,18,23.72
2011-03-01,01W,Metoprolol Tart_Inj 1mg/ml 5ml Amp,0204000K0AAAAAA,1,115.6
2011-03-01,01W,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,2,15.64
2011-03-01,01W,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,1,29.52
2011-03-01,01W,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,2,193.87
2011-03-01,01W,"Promixin_Inj 1,000,000u Vl (Dry)",0501070I0BCABAB,1,127.21
2011-03-01,01W,Vancomycin HCl_I/V Inf 500mg Vl,0501070U0AAACAC,1,137.53
2011-03-01,01W,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,36,51.07
2011-04-01,01W,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,2,371.01
2011-04-01,01W,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,16,21.86
2011-04-01,01W,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,2,7.86
2011-04-01,01W,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,41,134.85
2011-05-01,01W,Amoxicillin Sod_Inj 500mg Vl,0501013C0AAADAD,1,10.64
2011-05-01,01W,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,2,152.28
2011-05-01,01W,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,17,23.73
2011-05-01,01W,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,4,26.62
2011-05-01,01W,Oxycodone HCl_Inj 50mg/ml 1ml Amp,0407020ADAAANAN,2,193.94
2011-05-01,01W,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,36,60.22999999999999
2011-06-01,01W,B.C.G._Blad Instillation 12.5mg Vl,0802040X0AAAAAA,1,131.99
2011-06-01,01W,Cefotaxime Sod_Inj 1g Vl,0501021D0AAABAB,1,5.62
2011-06-01,01W,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,1,1.79
2011-06-01,01W,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,2,278.52
2011-06-01,01W,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,1,76.1
2011-06-01,01W,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,12,18.24
2011-06-01,01W,Midazolam HCl_Inj 2mg/ml 5ml Amp,1501041T0AAABAB,3,23.46
2011-06-01,01W,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,44,161.42
2011-07-01,01W,"Colistimeth Sod_Inj 1,000,000u Vl",0501070I0AAABAB,2,371.27
2011-07-01,01W,Gentamicin Sulf_Inj 40mg/ml 2ml Vl,0501040H0AAAMAM,1,76.09
2011-07-01,01W,Lido HCl/Adren (Base)_Inj 1% 20ml Vl,1502010J0AAAYAY,8,14.25
2011-07-01,01W,Oxycodone HCl_Inj 10mg/ml 1ml Amp,0407020ADAAALAL,3,95.9
2011-07-01,01W,Oxycodone HCl_Inj 10mg/ml 2ml Amp,0407020ADAAAMAM,1,73.73
2011-07-01,01W,Xylocaine + Adren_Inj 1% 20ml Vl,1502010J0BBAXAY,16,86.64999999999998
2011-08-01,01W,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,0304010G0AAAAAA,1,9.88
